status,employees,firm_age,man_gender,sector
Open,52,10,Male,Manufacturing
Open,11,15,Male,Retail
Open,22,5,Female,Manufacturing
Open,29,30,Male,Retail
Open,12,34,Male,Other Services
Open,15,24,Male,Other Services
Open,28,5,Male,Other Services
Open,10,26,Male,Other Services
Open,43,15,Male,Manufacturing
Open,25,16,Male,Other Services
Open,8,30,Female,Retail
Open,80,13,Male,Manufacturing
Open,18,59,Male,Other Services
Open,8,29,Male,Manufacturing
Open,112,24,Male,Manufacturing
Open,111,72,Male,Manufacturing
Open,179,28,Male,Other Services
Open,8,26,Female,Manufacturing
Open,28,25,Male,Manufacturing
Open,17,12,Male,Manufacturing
Open,47,13,Male,Other Services
Open,56,23,Male,Manufacturing
Open,101,25,Male,Manufacturing
Open,7,33,Male,Other Services
Open,8,21,Male,Other Services
Open,6,7,Female,Retail
Open,85,45,Male,Manufacturing
Open,9,16,Male,Other Services
Open,53,27,Male,Manufacturing
Open,16,29,Male,Retail
Open,9,24,Male,Other Services
Open,115,63,Male,Manufacturing
Open,22,29,Male,Retail
Open,43,31,Female,Manufacturing
Open,56,39,Male,Manufacturing
Open,9,26,Female,Retail
Open,34,29,Male,Retail
Open,5,7,Male,Retail
Open,8,22,Male,Manufacturing
Open,106,15,Male,Other Services
Open,6,40,Male,Manufacturing
Open,40,29,Male,Manufacturing
Open,105,59,Male,Manufacturing
Open,30,18,Male,Other Services
Open,17,29,Male,Manufacturing
Open,10,5,Male,Other Services
Open,14,44,Male,Manufacturing
Open,11,27,Male,Retail
Open,10,28,Female,Other Services
Open,8,27,Female,Retail
Open,9,28,Male,Other Services
Open,49,17,Male,Other Services
Open,32,27,Male,Other Services
Open,70,90,Male,Manufacturing
Open,25,67,Male,Manufacturing
Open,15,5,Female,Manufacturing
Open,8,8,Male,Retail
Open,148,16,Male,Manufacturing
Open,239,9,Male,Manufacturing
Open,11,5,Male,Other Services
Open,13,27,Female,Other Services
Open,6,15,Female,Retail
Open,121,30,Male,Manufacturing
Open,10,50,Female,Manufacturing
Open,220,23,Male,Manufacturing
Open,23,30,Male,Other Services
Open,18,18,Male,Other Services
Open,16,27,Female,Other Services
Open,26,28,Female,Manufacturing
Open,6,18,Male,Other Services
Open,33,5,Female,Other Services
Open,42,26,Male,Manufacturing
Open,9,5,Male,Other Services
Open,56,27,Male,Manufacturing
Open,9,6,Female,Manufacturing
Open,143,17,Male,Manufacturing
Open,12,22,Male,Retail
Open,6,3,Male,Other Services
Open,237,69,Male,Retail
Open,33,24,Male,Other Services
Open,28,29,Male,Retail
Open,18,63,Male,Manufacturing
Open,23,28,Male,Retail
Open,8,34,Male,Other Services
Open,43,26,Male,Other Services
Open,34,28,Male,Manufacturing
Open,167,14,Male,Other Services
Open,20,27,Female,Other Services
Open,7,34,Male,Manufacturing
Open,5,22,Male,Retail
Open,8,28,Male,Retail
Open,7,27,Female,Retail
Open,45,16,Male,Other Services
Open,24,26,Male,Other Services
Open,5,7,Male,Other Services
Open,30,10,Male,Retail
Open,4,29,Female,Other Services
Open,210,72,Male,Manufacturing
Open,141,44,Male,Manufacturing
Open,10,27,Male,Other Services
Open,9,9,Male,Other Services
Open,24,9,Male,Other Services
Open,29,11,Male,Other Services
Open,80,13,Male,Other Services
Open,11,6,Female,Other Services
Open,13,9,Male,Retail
Open,27,8,Male,Manufacturing
Open,18,9,Male,Other Services
Open,26,58,Male,Manufacturing
Open,191,28,Male,Manufacturing
Open,240,41,Female,Manufacturing
Open,18,4,Male,Manufacturing
Open,19,15,Male,Manufacturing
Open,11,28,Male,Retail
Open,8,30,Male,Retail
Open,20,30,Male,Other Services
Open,106,16,Male,Manufacturing
Open,65,10,Male,Other Services
Open,30,10,Female,Other Services
Open,38,30,Female,Other Services
Open,18,30,Male,Manufacturing
Temporary closed,5,12,Male,Retail
Open,70,35,Male,Manufacturing
Open,5,37,Female,Retail
Permenant closed,58,22,Male,Manufacturing
Open,21,25,Male,Manufacturing
Open,25,17,Male,Manufacturing
Open,36,18,Male,Manufacturing
Open,126,23,Male,Manufacturing
Open,115,24,Male,Manufacturing
Open,135,13,Male,Manufacturing
Open,18,35,Female,Manufacturing
Open,139,14,Male,Manufacturing
Permenant closed,4,14,Male,Manufacturing
Open,30,20,Male,Manufacturing
Open,20,17,Male,Manufacturing
Permenant closed,2,11,Male,Retail
Open,119,30,Male,Manufacturing
Permenant closed,29,13,Male,Manufacturing
Temporary closed,11,15,Male,Manufacturing
Open,16,29,Female,Manufacturing
Open,74,18,Male,Manufacturing
Open,130,20,Male,Manufacturing
Open,100,40,Male,Manufacturing
Permenant closed,8,16,Male,Manufacturing
Open,25,10,Male,Manufacturing
Open,8,2,Male,Manufacturing
Open,6,9,Female,Manufacturing
Open,2,16,Female,Manufacturing
Open,8,15,Female,Manufacturing
Open,2,4,Female,Retail
Open,7,12,Male,Manufacturing
Open,6,33,Male,Manufacturing
Open,6,16,Male,Manufacturing
Open,6,12,Male,Manufacturing
Temporary closed,5,12,Male,Manufacturing
Open,25,17,Female,Manufacturing
Open,17,58,Male,Manufacturing
Permenant closed,7,11,Male,Manufacturing
Temporary closed,10,20,Male,Manufacturing
Open,25,13,Male,Manufacturing
Open,5,10,Male,Retail
Open,96,56,Male,Manufacturing
Open,66,53,Male,Manufacturing
Open,30,35,Male,Manufacturing
Open,20,79,Male,Manufacturing
Open,4,48,Female,Manufacturing
Open,8,37,Female,Manufacturing
Open,35,57,Male,Manufacturing
Open,15,27,Male,Manufacturing
Open,16,43,Male,Retail
Open,5,10,Male,Manufacturing
Open,70,23,Male,Other Services
Open,128,46,Male,Other Services
Open,35,10,Male,Manufacturing
Open,106,23,Male,Manufacturing
Open,49,14,Male,Manufacturing
Open,8,3,Male,Retail
Open,15,11,Male,Manufacturing
Open,26,13,Male,Manufacturing
Open,10,24,Male,Retail
Open,35,51,Male,Manufacturing
Temporary closed,9,49,Female,Manufacturing
Open,6,9,Male,Manufacturing
Open,150,27,Female,Manufacturing
Open,20,16,Male,Manufacturing
Open,27,26,Male,Manufacturing
Open,15,13,Male,Retail
Open,54,27,Male,Manufacturing
Temporary closed,25,9,Male,Other Services
Open,25,65,Male,Manufacturing
Open,11,49,Male,Other Services
Open,6,13,Male,Retail
Open,28,56,Male,Retail
Open,20,48,Male,Manufacturing
Open,20,47,Male,Manufacturing
Permenant closed,6,11,Male,Other Services
Permenant closed,30,13,Male,Manufacturing
Temporary closed,27,54,Male,Manufacturing
Temporary closed,47,8,Male,Manufacturing
Open,46,18,Male,Other Services
Open,3,46,Male,Other Services
Open,5,15,Male,Other Services
Open,14,45,Female,Manufacturing
Open,11,17,Male,Manufacturing
Open,30,50,Male,Manufacturing
Open,18,63,Male,Retail
Open,15,48,Male,Other Services
Temporary closed,12,24,Male,Other Services
Open,14,13,Male,Other Services
Open,24,18,Male,Retail
Open,25,13,Male,Other Services
Permenant closed,14,12,Male,Manufacturing
Open,180,46,Male,Manufacturing
Open,5,10,Male,Manufacturing
Open,6,8,Male,Manufacturing
Open,250,39,Male,Manufacturing
Open,65,49,Male,Manufacturing
Open,6,13,Male,Manufacturing
Open,7,19,Male,Manufacturing
Temporary closed,18,39,Female,Manufacturing
Open,1,21,Male,Manufacturing
Open,10,21,Male,Manufacturing
Open,5,22,Male,Manufacturing
Open,4,10,Male,Manufacturing
Temporary closed,1,19,Male,Manufacturing
Open,5,2,Male,Retail
Open,8,5,Male,Retail
Open,3,9,Male,Manufacturing
Temporary closed,20,26,Male,Other Services
Open,25,31,Male,Other Services
Open,10,20,Male,Other Services
Open,11,20,Male,Other Services
Open,12,25,Male,Retail
Open,5,8,Male,Manufacturing
Open,5,38,Male,Other Services
Temporary closed,6,11,Male,Retail
Open,10,2,Male,Other Services
Open,5,10,Male,Other Services
Open,90,15,Male,Retail
Open,5,4,Male,Other Services
Open,4,12,Female,Manufacturing
Open,11,10,Male,Other Services
Open,68,24,Male,Retail
Temporary closed,5,17,Male,Retail
Open,120,17,Male,Other Services
Open,5,29,Male,Retail
Open,6,28,Male,Retail
Open,3,20,Female,Retail
Open,8,13,Male,Retail
Permenant closed,5,13,Female,Retail
Open,11,45,Male,Manufacturing
Permenant closed,15,15,Male,Retail
Open,40,9,Female,Other Services
Open,70,15,Male,Other Services
Permenant closed,47,16,Male,Other Services
Open,30,9,Male,Other Services
Permenant closed,6,10,Male,Retail
Open,30,17,Male,Retail
Open,6,16,Male,Other Services
Open,5,23,Male,Retail
Open,7,18,Female,Retail
Open,13,20,Male,Retail
Open,32,43,Male,Retail
Open,5,3,Male,Retail
Open,11,10,Male,Retail
Open,140,54,Male,Retail
Open,4,13,Male,Manufacturing
Open,9,10,Male,Retail
Temporary closed,6,19,Female,Retail
Temporary closed,7,32,Male,Retail
Open,7,13,Female,Other Services
Open,9,10,Male,Retail
Open,9,19,Male,Other Services
Open,5,22,Male,Retail
Temporary closed,5,12,Female,Retail
Open,2,14,Male,Retail
Open,60,16,Male,Other Services
Open,3,3,Female,Other Services
Temporary closed,186,23,Male,Retail
Open,55,37,Male,Retail
Open,4,13,Male,Retail
Open,6,15,Male,Retail
Temporary closed,15,10,Female,Retail
Open,6,17,Male,Other Services
Open,10,19,Male,Retail
Permenant closed,32,45,Female,Retail
Open,11,20,Female,Retail
Open,12,33,Male,Retail
Open,5,17,Male,Other Services
Open,5,30,Female,Retail
Open,3,11,Male,Retail
Temporary closed,20,27,Male,Retail
Open,90,49,Male,Other Services
Temporary closed,50,19,Male,Other Services
Open,14,10,Female,Other Services
Open,13,18,Female,Other Services
Temporary closed,7,12,Male,Retail
Open,10,11,Male,Other Services
Open,42,17,Male,Other Services
Open,21,13,Male,Other Services
Open,7,18,Female,Other Services
Open,18,15,Female,Other Services
Open,9,17,Male,Other Services
Temporary closed,26,15,Female,Other Services
Temporary closed,26,20,Female,Other Services
Open,10,7,Female,Other Services
Temporary closed,10,10,Female,Other Services
Open,6,15,Male,Other Services
Temporary closed,20,13,Female,Other Services
Temporary closed,8,12,Female,Other Services
Open,3,11,Male,Other Services
Temporary closed,3,9,Female,Other Services
Open,14,17,Male,Other Services
Open,6,19,Male,Other Services
Open,8,4,Male,Other Services
Open,95,23,Male,Other Services
Temporary closed,14,8,Male,Other Services
Temporary closed,3,36,Female,Retail
Open,5,35,Male,Retail
Open,18,1,Male,Other Services
Open,19,11,Female,Other Services
Open,10,1,Female,Other Services
Open,20,23,Female,Other Services
Temporary closed,15,4,Male,Other Services
Temporary closed,8,9,Female,Other Services
Temporary closed,24,19,Male,Other Services
Permenant closed,6,11,Female,Other Services
Temporary closed,5,11,Male,Retail
Temporary closed,2,5,Female,Retail
Temporary closed,6,13,Male,Retail
Open,8,51,Male,Other Services
Open,40,16,Male,Other Services
Open,5,5,Female,Other Services
Open,22,13,Female,Other Services
Temporary closed,13,13,Female,Other Services
Temporary closed,30,24,Male,Other Services
Open,60,14,Male,Other Services
Open,35,19,Male,Other Services
Open,20,16,Male,Other Services
Open,218,42,Male,Other Services
Open,33,14,Male,Other Services
Open,30,33,Male,Other Services
Open,35,37,Male,Other Services
Temporary closed,190,11,Male,Other Services
Open,10,28,Male,Other Services
Temporary closed,20,23,Female,Other Services
Open,11,20,Male,Other Services
Open,6,6,Male,Other Services
Open,4,24,Male,Other Services
Open,1,5,Male,Other Services
Open,8,18,Male,Other Services
Open,100,19,Male,Other Services
Temporary closed,20,4,Male,Retail
Open,65,7,Male,Other Services
Open,77,12,Female,Other Services
Open,15,5,Male,Other Services
Open,8,17,Male,Retail
Temporary closed,5,2,Male,Retail
Open,6,11,Male,Other Services
Open,54,10,Male,Other Services
Open,35,3,Male,Manufacturing
Open,10,13,Male,Other Services
Open,8,5,Male,Other Services
Open,80,27,Male,Manufacturing
Open,12,8,Male,Other Services
Open,30,12,Male,Other Services
Open,15,14,Male,Manufacturing
Open,198,27,Male,Other Services
Open,20,7,Male,Manufacturing
Open,20,16,Male,Other Services
Open,10,16,Male,Other Services
Open,53,14,Female,Retail
Temporary closed,50,23,Male,Other Services
Open,7,5,Male,Manufacturing
Open,9,7,Male,Manufacturing
Open,6,4,Male,Retail
Permenant closed,10,9,Male,Other Services
Open,8,2,Male,Manufacturing
Open,70,21,Male,Other Services
Temporary closed,16,9,Male,Retail
Open,30,29,Female,Manufacturing
Open,6,20,Male,Manufacturing
Temporary closed,15,45,Male,Manufacturing
Open,35,22,Male,Manufacturing
Temporary closed,18,27,Male,Retail
Open,110,20,Female,Other Services
Open,10,11,Male,Other Services
Temporary closed,6,1,Male,Other Services
Open,5,8,Male,Other Services
Open,100,45,Male,Manufacturing
Open,16,18,Male,Other Services
Open,8,3,Male,Retail
Temporary closed,35,5,Male,Other Services
Open,5,47,Female,Retail
Open,31,5,Male,Other Services
Open,12,2,Male,Manufacturing
Open,16,1,Male,Manufacturing
Temporary closed,25,17,Male,Manufacturing
Open,5,4,Male,Other Services
Open,14,6,Male,Other Services
Permenant closed,50,5,Male,Manufacturing
Open,35,9,Male,Other Services
Temporary closed,6,4,Male,Other Services
Temporary closed,6,12,Female,Other Services
Open,8,6,Male,Other Services
Temporary closed,16,19,Male,Retail
Open,150,2,Female,Manufacturing
Open,6,9,Male,Retail
Open,15,15,Male,Manufacturing
Open,24,11,Male,Other Services
Open,6,22,Male,Other Services
Open,7,29,Male,Retail
Temporary closed,19,4,Male,Other Services
Open,20,29,Female,Manufacturing
Temporary closed,16,4,Male,Manufacturing
Open,18,13,Female,Other Services
Open,250,9,Male,Manufacturing
Open,15,3,Male,Other Services
Open,8,24,Male,Other Services
Open,35,9,Male,Other Services
Open,5,10,Male,Retail
Open,10,6,Male,Retail
Temporary closed,14,2,Male,Manufacturing
Open,5,1,Male,Retail
Open,35,1,Male,Other Services
Open,24,1,Male,Manufacturing
Open,60,7,Male,Other Services
Open,6,12,Female,Other Services
Open,5,6,Male,Retail
Open,75,50,Male,Other Services
Open,8,6,Male,Other Services
Temporary closed,66,5,Male,Retail
Temporary closed,11,11,Male,Other Services
Permenant closed,10,19,Male,Other Services
Open,15,5,Female,Retail
Open,109,5,Male,Other Services
Permenant closed,96,24,Male,Other Services
Open,21,24,Male,Other Services
Open,108,13,Male,Retail
Open,74,7,Male,Other Services
Open,45,4,Male,Other Services
Temporary closed,6,8,Male,Other Services
Open,12,15,Male,Other Services
Temporary closed,20,24,Male,Other Services
Open,5,3,Male,Other Services
Open,5,9,Female,Other Services
Open,15,9,Male,Manufacturing
Open,25,15,Male,Other Services
Open,135,23,Female,Retail
Open,11,29,Male,Manufacturing
Temporary closed,61,20,Female,Other Services
Open,33,16,Male,Other Services
Open,250,20,Male,Manufacturing
Open,9,8,Male,Retail
Open,250,32,Male,Other Services
Open,98,4,Male,Other Services
Open,8,29,Male,Other Services
Open,6,26,Female,Manufacturing
Open,67,9,Male,Manufacturing
Open,25,24,Male,Other Services
Open,5,10,Male,Retail
Open,30,39,Male,Other Services
Open,16,11,Male,Other Services
Open,60,7,Male,Retail
Open,10,14,Male,Retail
Open,40,3,Male,Other Services
Open,6,2,Female,Manufacturing
Open,10,6,Male,Other Services
Open,20,6,Male,Other Services
Open,6,2,Female,Manufacturing
Open,21,6,Male,Other Services
Temporary closed,31,5,Male,Manufacturing
Open,35,3,Male,Other Services
Open,10,7,Male,Retail
Open,20,11,Male,Manufacturing
Open,12,14,Male,Retail
Open,13,21,Male,Other Services
Temporary closed,5,21,Male,Manufacturing
Open,8,11,Male,Retail
Open,104,13,Male,Retail
Open,34,3,Male,Manufacturing
Permenant closed,6,2,Male,Other Services
Open,15,18,Female,Other Services
Open,60,3,Male,Manufacturing
Open,79,11,Male,Manufacturing
Open,38,11,Male,Other Services
Open,8,19,Male,Retail
Open,43,22,Male,Manufacturing
Open,55,11,Male,Other Services
Open,4,4,Female,Other Services
Open,6,10,Male,Other Services
Temporary closed,5,14,Male,Other Services
Open,30,7,Male,Other Services
Open,17,16,Male,Manufacturing
Open,17,32,Male,Other Services
Open,9,9,Male,Retail
Temporary closed,116,9,Male,Other Services
Open,7,12,Male,Other Services
Open,10,43,Male,Retail
Open,7,5,Male,Other Services
Open,6,8,Male,Other Services
Open,11,5,Male,Manufacturing
Open,20,12,Female,Manufacturing
Open,12,8,Male,Other Services
Temporary closed,5,18,Male,Retail
Open,120,6,Male,Retail
Temporary closed,35,9,Male,Other Services
Open,102,24,Male,Other Services
Open,100,16,Male,Retail
Open,15,19,Male,Manufacturing
Open,5,8,Male,Other Services
Open,5,11,Male,Other Services
Open,60,20,Female,Other Services
Open,31,9,Male,Other Services
Temporary closed,205,28,Male,Other Services
Open,6,7,Male,Other Services
Open,50,24,Male,Manufacturing
Temporary closed,10,29,Male,Manufacturing
Open,80,15,Male,Other Services
Open,142,38,Male,Retail
Open,9,12,Male,Manufacturing
Open,80,16,Male,Manufacturing
Temporary closed,56,12,Male,Other Services
Open,15,2,Male,Retail
Open,16,29,Male,Other Services
Open,5,21,Male,Retail
Open,71,19,Male,Manufacturing
Temporary closed,25,10,Male,Other Services
Open,120,6,Male,Other Services
Open,12,24,Male,Retail
Temporary closed,5,10,Male,Manufacturing
Open,40,9,Male,Manufacturing
Open,7,11,Female,Other Services
Open,35,9,Male,Other Services
Open,175,71,Male,Other Services
Temporary closed,25,3,Male,Manufacturing
Open,6,11,Male,Other Services
Open,4,19,Male,Other Services
Open,65,8,Male,Other Services
Temporary closed,55,3,Male,Manufacturing
Open,54,17,Male,Other Services
Open,50,7,Male,Manufacturing
Open,27,6,Male,Other Services
